campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,hourly_stats_aggregated_by_advertiser_time_zone,shopping
[ENG] Encontro Pet,120236405335330087,OUTCOME_ENGAGEMENT,2025-11-08,420,0,0.0,14,3.333333,0.397857,13.261905,5.57,5.0,0,1.114,3.0,0,1.856667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43.0,0,0.129535,35.0,0,0,43.0,0,0.129535,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,00:00:00 - 00:59:59,CS
[TFG] Narbona - Jazz,120236413078750087,LINK_CLICKS,2025-11-08,538,0,0.0,17,3.159851,0.275882,8.717472,4.69,15.0,0,0.312667,8.0,0,0.58625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,0,0.312667,0.0,0,0,15.0,0,0.312667,0,0,0,0.0,0,0,0.0,0,0,,,,15.0,00:00:00 - 00:59:59,CS
[ALC] Horário Black,120236465660000087,OUTCOME_AWARENESS,2025-11-08,2702,0,0.0,2,0.074019,3.055,2.261288,6.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,6.11,1.0,0,0,1.0,0,6.11,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,00:00:00 - 00:59:59,CS
[ALC] Eventos de Natal,120236497340300087,OUTCOME_AWARENESS,2025-11-08,3680,0,0.0,5,0.13587,1.626,2.209239,8.13,4.0,0,2.0325,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.580714,1.0,0,0,14.0,0,0.580714,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,00:00:00 - 00:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-01,45414,0,0.0,55,0.121108,1.165273,1.411239,64.09,33.0,0,1.942121,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1639.0,0,0.039103,3.0,0,0,1639.0,0,0.039103,0,0,0,0.0,0,0,0.0,0,0,,,,33.0,00:00:00 - 00:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-01,9762,0,0.0,223,2.284368,0.377354,8.62016,84.15,145.0,0,0.580345,4.0,0,21.0375,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1457.0,0,0.057756,12.0,0,0,1457.0,0,0.057756,0,0,0,0.0,0,0,0.0,0,0,,,,145.0,00:00:00 - 00:59:59,CS
[ALC] Agenda de Natal,120236907935260087,OUTCOME_AWARENESS,2025-12-01,7729,0,0.0,18,0.232889,0.782778,1.823004,14.09,9.0,0,1.565556,2.0,0,7.045,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,1.409,1.0,0,0,10.0,0,1.409,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,00:00:00 - 00:59:59,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-01,19089,0,0.0,32,0.167636,0.811875,1.360993,25.98,20.0,0,1.299,5.0,0,5.196,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1110.0,0,0.023405,9.0,0,0,1110.0,0,0.023405,0,0,0,0.0,0,0,0.0,0,0,,,,20.0,00:00:00 - 00:59:59,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-01,20526,0,0.0,48,0.23385,0.525833,1.22966,25.24,32.0,0,0.78875,3.0,0,8.413333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,35.0,0,0.721143,2.0,0,0,35.0,0,0.721143,0,0,0,0.0,0,0,0.0,0,0,,,,20.0,00:00:00 - 00:59:59,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-01,4588,0,0.0,266,5.797733,0.049887,2.892328,13.27,255.0,0,0.052039,58.0,0,0.228793,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,264.0,0,0.050265,7.0,0,0,265.0,0,0.050075,0,0,0,0.0,0,0,0.0,0,0,,,,255.0,00:00:00 - 00:59:59,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-01,6494,0,0.0,7,0.107792,1.171429,1.262704,8.2,7.0,0,1.171429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,1.171429,0.0,0,0,7.0,0,1.171429,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,00:00:00 - 00:59:59,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-01,9669,0,0.0,11,0.113766,1.075455,1.223498,11.83,6.0,0,1.971667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,542.0,0,0.021827,1.0,0,0,542.0,0,0.021827,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,00:00:00 - 00:59:59,CS
[ALC] Horário dezembro 02,120237943844790087,OUTCOME_AWARENESS,2025-12-01,11269,0,0.0,36,0.31946,0.321111,1.025823,11.56,21.0,0,0.550476,8.0,0,1.445,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,0,0.502609,2.0,0,0,23.0,0,0.502609,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,00:00:00 - 00:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2026-01-01,25558,0,0.0,41,0.160419,0.512439,0.822052,21.01,22.0,0,0.955,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1271.0,0,0.01653,2.0,0,0,1271.0,0,0.01653,0,0,0,0.0,0,0,0.0,0,0,,,,22.0,00:00:00 - 00:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2026-01-01,1687,0,0.0,40,2.371073,0.273,6.473029,10.92,29.0,0,0.376552,1.0,0,10.92,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,274.0,0,0.039854,3.0,0,0,274.0,0,0.039854,0,0,0,0.0,0,0,0.0,0,0,,,,29.0,00:00:00 - 00:59:59,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-01-01,22135,0,0.0,44,0.19878,0.539773,1.072961,23.75,31.0,0,0.766129,6.0,0,3.958333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1194.0,0,0.019891,6.0,0,0,1194.0,0,0.019891,0,0,0,0.0,0,0,0.0,0,0,,,,31.0,00:00:00 - 00:59:59,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-01-01,22738,0,0.0,47,0.206702,0.56617,1.170288,26.61,15.0,0,1.774,3.0,0,8.87,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,721.0,0,0.036907,8.0,0,0,721.0,0,0.036907,0,0,0,0.0,0,0,0.0,0,0,,,,15.0,00:00:00 - 00:59:59,CS
[ALC] Aniversário Capitu,120238793338590087,OUTCOME_AWARENESS,2026-01-01,8850,0,0.0,21,0.237288,0.450952,1.070057,9.47,9.0,0,1.052222,5.0,0,1.894,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.676429,4.0,0,0,14.0,0,0.676429,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,00:00:00 - 00:59:59,CS
ALC - LIQUIDA,120238798195590087,OUTCOME_AWARENESS,2026-01-01,34394,0,0.0,45,0.130837,1.117333,1.461883,50.28,38.0,0,1.323158,8.0,0,6.285,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,801.0,0,0.062772,3.0,0,0,801.0,0,0.062772,0,0,0,0.0,0,0,0.0,0,0,,,,38.0,00:00:00 - 00:59:59,CS
[ALC] Novas Lojas - Vídeo Elisa,120238977169450087,OUTCOME_AWARENESS,2026-01-01,13250,0,0.0,15,0.113208,1.091333,1.235472,16.37,9.0,0,1.818889,1.0,0,16.37,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,532.0,0,0.030771,1.0,0,0,532.0,0,0.030771,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,00:00:00 - 00:59:59,CS
[ALC] Video Argentinos,120238977290500087,OUTCOME_AWARENESS,2026-01-01,15064,0,0.0,18,0.11949,0.921111,1.100637,16.58,8.0,0,2.0725,2.0,0,8.29,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,673.0,0,0.024636,3.0,0,0,673.0,0,0.024636,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,00:00:00 - 00:59:59,CS
[ALC] Nike 20% OFF - 26/01,120238977576680087,OUTCOME_AWARENESS,2026-01-01,8752,0,0.0,8,0.091408,1.12625,1.029479,9.01,2.0,0,4.505,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,281.0,0,0.032064,3.0,0,0,281.0,0,0.032064,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,00:00:00 - 00:59:59,CS
[ALC] Volta às aulas,120239008937960087,OUTCOME_AWARENESS,2026-01-01,5269,0,0.0,7,0.132853,0.914286,1.214652,6.4,5.0,0,1.28,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,1.28,0.0,0,0,5.0,0,1.28,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,00:00:00 - 00:59:59,CS
[ALC] Capivalley vídeo,120239017203610087,OUTCOME_AWARENESS,2026-01-01,12268,0,0.0,27,0.220085,0.505185,1.111836,13.64,13.0,0,1.049231,1.0,0,13.64,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,706.0,0,0.01932,4.0,0,0,706.0,0,0.01932,0,0,0,0.0,0,0,0.0,0,0,,,,13.0,00:00:00 - 00:59:59,CS
[ALC] - Video Capivalley 2,120239017296950087,OUTCOME_AWARENESS,2026-01-01,10334,0,0.0,62,0.599961,0.202742,1.216373,12.57,6.0,0,2.095,3.0,0,4.19,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1074.0,0,0.011704,5.0,0,0,1074.0,0,0.011704,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,00:00:00 - 00:59:59,CS
[ALC] Usaflex liquida,120239017471460087,OUTCOME_AWARENESS,2026-01-01,7632,0,0.0,9,0.117925,1.024444,1.208071,9.22,8.0,0,1.1525,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,1.1525,0.0,0,0,8.0,0,1.1525,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,00:00:00 - 00:59:59,CS
[ALC] Homem do Sapato - promoção,120239017891420087,OUTCOME_AWARENESS,2026-01-01,10848,0,0.0,11,0.101401,1.225455,1.242625,13.48,10.0,0,1.348,2.0,0,6.74,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,1.348,0.0,0,0,10.0,0,1.348,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,00:00:00 - 00:59:59,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-01,4688,0,0.0,4,0.085324,1.3175,1.124147,5.27,1.0,0,5.27,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,215.0,0,0.024512,0.0,0,0,215.0,0,0.024512,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,00:00:00 - 00:59:59,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-01,7171,0,0.0,14,0.195231,0.525714,1.026356,7.36,2.0,0,3.68,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,441.0,0,0.016689,0.0,0,0,441.0,0,0.016689,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,00:00:00 - 00:59:59,CS
[ALC] Novas Lojas - Vídeo Elisa,120238977169450087,OUTCOME_AWARENESS,2026-02-01,6127,0,0.0,9,0.146891,0.753333,1.106577,6.78,7.0,0,0.968571,3.0,0,2.26,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,239.0,0,0.028368,2.0,0,0,239.0,0,0.028368,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,00:00:00 - 00:59:59,CS
[ALC] Video Argentinos,120238977290500087,OUTCOME_AWARENESS,2026-02-01,7240,0,0.0,11,0.151934,0.643636,0.977901,7.08,9.0,0,0.786667,6.0,0,1.18,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,312.0,0,0.022692,0.0,0,0,312.0,0,0.022692,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,00:00:00 - 00:59:59,CS
[ALC] Volta às aulas,120239008937960087,OUTCOME_AWARENESS,2026-02-01,2890,0,0.0,5,0.17301,0.648,1.121107,3.24,3.0,0,1.08,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,1.08,0.0,0,0,3.0,0,1.08,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,00:00:00 - 00:59:59,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-01,3315,0,0.0,6,0.180995,0.605,1.095023,3.63,4.0,0,0.9075,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,195.0,0,0.018615,0.0,0,0,195.0,0,0.018615,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,00:00:00 - 00:59:59,CS
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-01,1936,0,0.0,3,0.154959,0.786667,1.219008,2.36,2.0,0,1.18,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.59,1.0,0,0,4.0,0,0.59,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,00:00:00 - 00:59:59,CS
[ALC] Bazar anacapri,120239563051420087,OUTCOME_AWARENESS,2026-02-01,1838,0,0.0,3,0.163221,0.74,1.207835,2.22,1.0,0,2.22,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,2.22,0.0,0,0,1.0,0,2.22,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,00:00:00 - 00:59:59,CS
ALC Continente Night RUN - Vendas!,120232284160870087,OUTCOME_AWARENESS,2025-11-08,1209,0,0.0,0,0.0,0.0,1.761787,2.13,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
[TFG] Corrida Story Final,120235177716760087,LINK_CLICKS,2025-11-08,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-11-08,7676,0,0.0,4,0.05211,3.085,1.607608,12.34,2.0,0,6.17,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,0,0.411333,0.0,0,0,30.0,0,0.411333,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-11-08,4082,0,0.0,55,1.347379,0.264909,3.569329,14.57,38.0,0,0.383421,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,172.0,0,0.084709,9.0,0,0,172.0,0,0.084709,0,0,0,0.0,0,0,0.0,0,0,,,,38.0,01:00:00 - 01:59:59,CS
[ALC] Pandora Black Friday,120235312805230087,OUTCOME_AWARENESS,2025-11-08,1231,0,0.0,1,0.081235,1.88,1.527214,1.88,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,0,0.06963,0.0,0,0,27.0,0,0.06963,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
[ALC] Promo Nike 30% OFF Nov,120235313060850087,OUTCOME_AWARENESS,2025-11-08,1327,0,0.0,2,0.150716,0.98,1.477016,1.96,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,48.0,0,0.040833,0.0,0,0,48.0,0,0.040833,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
[ALC] Curso de Gestantes Nov.,120235518802250087,OUTCOME_AWARENESS,2025-11-08,4231,0,0.0,9,0.212716,0.785556,1.671,7.07,9.0,0,0.785556,2.0,0,3.535,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.707,1.0,0,0,10.0,0,0.707,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,01:00:00 - 01:59:59,CS
[BF] ALC Riachuelo,120235701472890087,OUTCOME_AWARENESS,2025-11-08,1404,0,0.0,2,0.14245,1.22,1.737892,2.44,1.0,0,2.44,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,2.44,0.0,0,0,1.0,0,2.44,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
[BF] ALC Adcos,120235701675980087,OUTCOME_AWARENESS,2025-11-08,3041,0,0.0,3,0.098652,1.666667,1.644196,5.0,2.0,0,2.5,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,2.5,0.0,0,0,2.0,0,2.5,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
